id,text,class,filtered_sentence
2381,'තීක්ෂණ මේ වෙනකොට ගීත කීයක් විතර කරලා තියෙනවාද?',Education,තීක්ෂන වෙනකො ගීත කීය විතර කර තියෙනවා
2382,"'මේ වෙනකොට ගීත හතලිහක් පනහක් විතර කරලා තියෙනවා', ' ඒ ගීත වලින් ගීත දහයක් විතර ජනප්\u200dරිය වෙලා තියෙනවා.'",Education,වෙනකො ගීත හතලිහ පනහ විතර කර තියෙ ගීත  ගීත දහය විතර ජනප්ර වෙ තියෙ
2383,"'හරි දැන් ඔබ පවුල් ජීවිතයක් ගත කරනවානේ', 'කියන්න අවංකව    කසාද බඳින්න ඉස්සල්ලා කෙල්ලෝ කියකට විතර ආදරය කළාද?'",Education,හරි ඔබ පවුල ජීවිතය ගත කරනවාන කිය අවංක කසා බදි ඉස්ස කෙල්ල කියක විතර අදර කලා
2384,"'අත්තම කියනවා නම් උසස් පෙළ කරන කාලයේදී එක්තරා ගැහැණු ළමයෙකුට ට්\u200dරයි කළා', 'එයා සෙට් වුණානම් මම එයාව බඳිනවා', 'මම මගේ වයිෆ්ටත් ඒ ගැන කියලා තියෙනවා', 'කොහොම හරි එයාව මට සෙට් වුණේ නෑ', 'ඊට පස්සේ ට්\u200dරයි කළේ දැන් ඉන්න එක්කෙනාට', 'එහෙම බලද්දි කියන්න පුළුවන් මේක මගේ ප්\u200dරථම ප්\u200dරේමය කියලා.'",Education,අත්ත කිය උසස පෙල කරන කාල එක්තර ගැහැන ලමයෙකු ට්ර කලා එ සෙට වුනාන මම එයා බදි මම මගේ වයිෆ් කිය තියෙ කොහො හරි එයා මට සෙට ව ඉට පස්ස ට්ර කලේ ඉ එක්කෙනා එහෙ බලද්දි කිය පුලු මේක මගේ ප්රථ ප්රේම කිය
2385,'ලංකාවේ දේශපාලනය ගැන මොකද හිතන්නේ?',Education,ලංක දේෂපාලන මොක හිත
2386,"'ලංකාවේ දේශපාලනය ගැන නම් හිතන්න දෙයකුත් නෑ', 'කියන්න දෙයකුත් නෑ', ' ඡන්ද දායකයෙක්ට ලැබෙන මුල්ම අවස්ථාවේදී මම එකේ තිබුණු ආසාවට ඡන්දය දැන්ම මිසක් ඊට පස්සේ කවදාවත් මම ඡන්දය දීලා නෑ', 'මොකද වැඩක් නැහැනේ දීලා', 'මම දාන්නෙත් නෑ.බිරිඳ ඡන්දය දීලත් නෑ.'",Education,ලංක දේෂපාලන හිත දෙයකු කිය දෙයකු චන් දායකයෙක් ලැබෙ මුල් අවස්ථාවේද මම එකේ තිබ අසාව චන්ද දැන් මිස ඉට පස්ස කවදා මම චන්ද දී මොක වැඩ නැහැන දී මම දාන්නෙ නෑබිරිද චන්ද දීල
2387,"'දේශපාලනය ගැන කතා කරපු නිසා අහන්නේ', 'දේශපාලනයට එන්න බලාපොරොත්තුවක් තියෙනවාද ඔබගේ ජනප්\u200dරියත්වය උපයෝගී කරගෙන?'",Education,දේෂපාලන කතා කර අහ දේෂපාලනය එ බලාපොරොත්තුව තියෙනවා ඔබ ජනප්රියත්ව උපයෝග කරගෙ
2388,"'නෑ', 'කොහෙත්ම නෑ', 'දේශපාලනයට එන්න ඒ දිනවල කැමැත්තක් තිබුණා', 'ඒත් දැන් නෑ', 'මොකද බිරිඳ කැමති නෑ දේශපාලනයට එනවාට', 'ගෙදර ඉන්න ලොකු තැන කැමති නැති වෙනකොට මං මොකටද කරන්නේ', 'එහෙම වුණොත් ගෙදරින් නිකන් ලැබෙන කෑම එකත් ලැබෙන එකක් නැතිවෙයි.'",Education,කොහෙත් දේෂපාලනය එ දින කැමැත්ත තිබ එ මොක බිරිද කැම දේෂපාලනය එනවා ගෙදර ඉ ලො තැන කැම නැ වෙනකො මං මොකට කර එහෙ වුන ගෙදර නික ලැබෙ කෑම එක ලැබෙ එක නැතිවෙ
2389,'* ගීත අල්බම් එකක් කරන්න බලාපොරොත්තුවක් නැද්ද?',Education,ගීත අල්බ එක කර බලාපොරොත්තුව නැද්
2390,"'එක ඇල්බම් එකක් කළා මම', ' නමුත් ඇල්බම් සංකෘතිය මම හිතන්නේ නෑ දැන් හරි යයි කියලා', ' ඒ නිසා සිංදුව සිංදුව තමයි එළියට දාන්නේ.'",Education,එක ඇල්බ එක කලා මම ඇල්බ සංකෘත මම හිත හරි යයි කිය සිංද සිංද තම එලිය දා
2391,'තීක්ෂණ අනුරාධ ගොඩ ගිහින් තියෙන්නේ Ringing Tone  වලින් කියලා කවුරුහරි චෝදනාවක් කළොත්?',Education,තීක්ෂන අනුරාධ ගොඩ ගිහ තියෙ    කිය කවුරුහරි චෝදනාව කල
2392,"'මම එයාව එක්කගෙන යනවා බැංකුවට එතකොට', ' මොකද කාර් එකේ ලීසිං එක තාවම තියෙනවා.ලොකු  බැංකු ණයක් තියෙනවා', ' ඒ ටික පෙන්වනවා', ' එතකොට තේරෙනවානේ ගොඩ ගිහින් නෑ කියලා තවම ', ' තවම ඉන්නේ මඩේ තමයි', ' මේකයි මම හිතන්නේ නෑ සල්ලි හම්බ වෙනවා කියලා  අපිට තියෙන සේරම දේවල් එක පාර කරන්න ඕන කියලා', ' එහෙම කරන්න ඔනනම් එකපාර ලක්ෂ දහයක පහලොවක විතර ලොතරැයියක් ඇදෙන්න ඕන.'",Education,මම එයා එක්කගෙ ය බැංකුව එතකො මොක කාර එකේ ලීසිං එක තාව තියෙනවාලො බැං නය තියෙ ටික පෙන්ව එතකො තේරෙනවාන ගොඩ ගිහ කිය තවම තවම ඉ මඩේ තම මේක මම හිත සල්ලි හම්බ වෙ කිය අපි තියෙ සේර දේ එක පාර කර ඔන කිය එහෙ කර ඔනන එකපාර ලක්ෂ දහ පහලො විතර ලොතරැයිය ඇදෙ ඔන
2393,'* දෙරණ ආලින්දය ගැන මොකද හිතෙන්නේ?',Education,දෙරන අලින්ද මොක හිතෙ
2394,"'ඇත්තටම මම වැඩසටහනට එනකන් දැනගෙන හිටියේ නෑ මොකක්ද කරන්න ඕන කියලා', 'මම ඉතින් ශාන්ත දාන්ත විදියට හිටියා', 'නමුත් මේක එහෙම දෙයක් නොවෙයි', '  මෙහෙම කරනකොට අපේ හතවතින්ම එන දේ කියන්න පුළුවන්', 'අපි කියන්නේ බොක්කෙන්ම එන දේ කියනවා කියලා', ' අවසාන ප්\u200dරශ්නය කියලා අහන්නෙම අමුතු ප්\u200dරශ්න තමයි', ' වැඩසටහන ලස්සනට තියෙයි', 'මට ඉවසිල්ලක් නෑ කවද්ද මේක බලන්නේ කියලා.'",Education,ඇත්තට මම වැඩසටහන එනක දැනගෙ හිටි මොකක් කර ඔන කිය මම ෂාන්ත දාන්ත විදිය හිටි නමු මේක එහෙ දෙය නොවෙ මෙහෙ කරනකො අපේ හතවතින් එන දේ කිය පුලු අපි කිය බොක්කෙන් එන දේ කිය කිය අවසා ප්රෂ්න කිය අහන්නෙ අමුත ප්රෂ් තම වැඩසටහ ලස්සන තියෙ මට ඉවසිල්ල කවද් මේක බල කිය
2395,"'Playboy කිව්වම නොදන්න කෙනෙක් නැති තරම් නේ', 'වැඩිහිටියන්ට සුදුසු සඟරාවක් වූ Playboy මේ වන තෙක් ආසියානු රටවලට විවෘත වුනේ නැහැ', 'නමුත් දැන් ලංකාව ඇතුළු ආසියාතික රටවල් කිහිපයකට Playboy හි වීඩියෝ හා ඡායාරූප ජංගම දුරකථන යෙදුමක් (App) හරහා ලබාගැනීමට හැකියාව ලැබී තිබෙනවා.'",Education,කිව්ව නොද කෙන නැ තර නේ වැඩිහිටියන් සුදුස සගරාව වූ  අසියා රටවල විවෘත වුන නැහැ නමු ලංකා අසියාතික රට කිහිපයක  හි වීඩි චායාරූප ජංග දුරකථ යෙදුම  හරහ ලබාගැනීම හැකියා ලැබ තිබෙ
2396,"'Shemaroo Entertainment ආයතනය හරහා Playboy Enterprises විසින් සපයනු ලබන ඡායාරූප හා වීඩියෝ පට ඉන්දියාව, නේපාලය, භූතානය, පකිස්ථානය, බංගලාදේශය හා ශ්\u200dරී ලංකාව වැනි රටවලට බෙදාහරිනු ඇත.'",Education,අයතන හරහ   සපය ලබන චායාරූප වීඩි පට ඉන්දියා නේපාල බූතාන පකිස්ථාන බංගලාදේෂ ෂ්ර ලංකා රටවල බෙදාහරි ඇත
2397,"'Playboy සඟරාවේ ඡායාරූප හා වීඩියෝ පට බෙදාහැරීමට අමතරව එම ඡායාරූප හා වීඩියෝපට යොදාගනිමින් විවිධ ජංගම දුරකථන ක්\u200dරීඩා, විනෝදාත්මක අංග සැපයීමට Shemaroo Entertainment ආයතනය බලාපොරොත්තු වන බවයි පැවසෙන්නේ.'",Education,සගර චායාරූප වීඩි පට බෙදාහැරීම අමතර චායාරූප වීඩියෝප යොදාගනි විවිධ ජංග දුරකථ ක්රීඩ විනෝදාත් අංග සැපයීම   අයතන බලාපොරොත්ත බ පැවසෙ
2398,"'The Interview කියන්නේ පහුගිය කාලේ විශාල අවධානයක් දිනාගත් චිත්\u200dරපටයක්', 'James Franco සහ Seth Rogen විසින් රංගනයෙන් දායක වෙන මේ චිත්\u200dරපටයෙන් කියවෙන්නේ උතුරු කොරියානු නායකයා වන “කිම් ජොන් උන්” ඝාතනය කිරීමට සැලසුම් කරන මාධ්\u200dයවේදීන් දෙදෙනකුගේ කතාවයි.'",Education,කිය පහුග කාල විෂා අවධානය දිනාග චිත්රපටය     රංගන දා චිත්රපට කියවෙ උතුර කොරියා නායක  ජො උන්  ගාතන කිරීම සැලස කරන මාධ්යවේදී දෙදෙන කතා
2399,"'මේ මතබේදාත්මක චිත්\u200dරපටය මේ වන විට මෙතෙක් ඉතිහාසයේ අන්තර්ජාලය හරහා වැඩිම ආදායමක් ඉපැයූ චිත්\u200dරපටය වූයේ දෙසැම්බර් 24 දින සිට දින 4ක් ඇතුලත ඇමරිකානු ඩොලර් මිලියන 15ක ආදායමක් ඉපැයීමට සමත් වීමෙනි', 'ඒ වගේම මේ වන විට මිලියන 2කකට අධික පිරිසක් චිත්\u200dරපටය අන්තර්ජාලය ඔස්සේ නරඹා ඇත', 'මීට අමතරව තවත් මිලියන ගණනක් ටොරන්ට් වෙබ් අඩවි හරහා භාගත කරගනිමින් නරඹා ඇති නමුත් එම දත්ත නිවැරදිව වාර්තා වී නැත.'",Education,මතබේදාත් චිත්රපට ඉතිහාස අන්තර්ජාල හරහ වැඩි අදායම ඉපැය චිත්රපට වූ දෙසැම්බර  දින දින ක් ඇතුලත ඇමරිකා ඩොලර මිලිය ක අදායම ඉපැයීම සම වීමෙ වගේ මිලිය කක අධික පිරිස චිත්රපට අන්තර්ජාල ඔස්ස නරබ ඇත මීට අමතර මිලිය ගනන ටොරන්ට වෙබ අඩවි හරහ බාගත කරගනි නරබ දත්ත නිවැරදි වාර්ත වී නැත
2400,"'The Interview චිත්\u200dරපටය මීට පෙර සිනමා ශාලා හරහා තිරගත කිරීමට Sony සමාගම තීරණය කර තිබුනත් උතුරු කොරියානු රහසිගත මෙහෙයුමක් මඟින් Sony සමාගම වෙත සයිබර් ප්\u200dරහාරයක් හරහා තර්ජණය කිරීම නිසා චිත්\u200dරපටය තිරගත කිරීම නවතා දැමුවා', 'යම් හෙයකින් චිත්\u200dරපටය තිරගත කලහොත් එම සිනමා ශාලා පුපුරුවා හරන බවත්, Sony සමාගමේ තිරගත වීමට ඇති චිත්\u200dරපට වල තිර පිටපත් විසුරුවා හරින බවත් ප්\u200dරහාරකරුවන් පැවසූවා.'",Education,චිත්රපට මීට පෙර සිනම ෂා හරහ තිරගත කිරීම  සමාග තීරන කර තිබ උතුර කොරියා රහසිගත මෙහෙයුම මග  සමාග සයිබර ප්රහාරය හරහ තර්ජන කිරී චිත්රපට තිරගත කිරී නවත දැම ය හෙ චිත්රපට තිරගත කලහ සිනම ෂා පුපුර හරන  සමාග තිරගත වීම චිත්රප වල තිර පිටප විසුර හරි ප්රහාරකරු පැවසූ
2401,"'ඒ අනුව සිනමා ශාලා ඔස්සේ තිරගත කිරීම නවතා Youtube, XBox Video හා වෙනත් අන්තර්ජාල සේවා ඔස්සේ The Interview චිත්\u200dරපටය $5.99 ක් වැනි මුදලකට කුලියට දීමට (rent) Sony සමාගම කටයුතු කලා', 'චිත්\u200dරපටය මිලදී ගැනීමට නම් $14.99 ක් වැනි මුදලක් ගෙවීමට සිදුවනවා', 'කෙසේ නමුත් මෙලෙස අන්තර්ජාල සේවාවන් ඔස්සේ නැරඹිය හැක්කේ ඇමරිකාව හා කැනඩාව වැනි රටවල් වලට අයට පමණක් නිසා ක්ෂණිකව The Interview චිත්\u200dරපටය torrent වෙබ් අඩවි වල hit එකක් බවටත් පත් වුනා.'",Education,සිනම ෂා ඔස්ස තිරගත කිරී නවත    වෙන අන්තර්ජා සේ ඔස්ස   චිත්රපට  මුදලක කුලිය දීම   සමාග කටයුත කලා චිත්රපට මිලද ගැනීම  මුදල ගෙවීම සිදුව කෙස අන්තර්ජා සේවා ඔස්ස නැරබ හැක් ඇමරිකා කැනඩා රට වලට අයට පමන ක්ෂනික   චිත්රපට  වෙබ අඩවි වල  එක බව පත් වු
2402,'මේ දැක්වෙන්නේ The Interview චිත්\u200dරපටය හා සම්බන්ධ සිදුවීම් සියල්ල සංක්ෂිප්තව යි.',Education,දැක්වෙ   චිත්රපට සම්බන්ධ සිදුව සියල් සංක්ෂිප්ත යි
2403,'22 November: Sony සමාගමේ පරිගනක පද්ධතිය සයිබර් ප්\u200dරහාරයකට ලක්වීම.',Education,සමාග පරිගනක පද්ධත සයිබර ප්රහාරයක ලක්වී
2404,'7 December: උතුරු කොරියාව සයිබර් ප්\u200dරහාරය පිළිබඳව වගකීම බාරගැනීම ප්\u200dරතික්ෂේප කිරීම.',Education,උතුර කොරියා සයිබර ප්රහාර වගකී බාරගැනී ප්රතික්ෂේප කිරී
2405,'16 December: “Guardians of Peace” නම් සයිබර් ප්\u200dරහාරක කණ්ඩායම 9/11 ප්\u200dරහාරයට සමාන ප්\u200dරහාරයක් සිනමා ශාලා වලට එල්ල කරන බව ප්\u200dරකාශ කිරීමත් සමඟ නිව් යෝර්ක් හි පැවැත්වීමට නියමිත ව තිබූ මුහුරත් උළෙල අවලංගු කිරීම.',Education,සයිබර ප්රහාරක කන්ඩාය  ප්රහාරය සමා ප්රහාරය සිනම ෂා වලට එල් කරන ප්රකාෂ කිරීම නි යෝර් හි පැවැත්වීම නියමිත ව තිබ මුහුර උලෙ අවලංග කිරී
2406,"'17 December: ඇමරිකානු සිනමා ශාලා The Interview චිත්\u200dරපටය තිරගත කිරීම ප්\u200dරතික්ෂේප කිරීම නිසා, නත්තල දිනයට යොදාතිබුණු එළිදැක්වීමේ උළෙල අවලංගු කරයි.'",Education,ඇමරිකා සිනම ෂා   චිත්රපට තිරගත කිරී ප්රතික්ෂේප කිරී නත්ත දිනය යොදාතිබ එලිදැක්ව උලෙ අවලංග කර
2407,"'19 December: FBI විසින් උතුරු කොරියානු සයිබර් ප්\u200dරහාරය තහවුරු කිරීම', 'ජනාධිපති ඔබාමා චිත්\u200dරපටය තිරගත කිරීම අවලංගු කිරීම අත්වැරදීමක් බව ප්\u200dරකාශ කිරීම.'",Education,උතුර කොරියා සයිබර ප්රහාර තහවුර කිරී ජනාධිප ඔබාම චිත්රපට තිරගත කිරී අවලංග කිරී අත්වැරදීම ප්රකාෂ කිරී
2408,"'20 December: සයිබර් ප්\u200dරහාරය පිළිබඳ ඒකාබද්ධ විමර්ශණයකට උතුරු කොරියාවෙන් ආරාධනාවක් කිරීම, ඇමරිකාව එම ආරාධනාව ප්\u200dරතික්ෂේප කිරීම.'",Education,සයිබර ප්රහාර එකාබද්ධ විමර්ෂනයක උතුර කොරියා අරාධනාව කිරී ඇමරිකා අරාධනා ප්රතික්ෂේප කිරී
2409,"'22 December: පැය 10කට අධික කාලයක් උතුරු කොරියාව තුල අන්තර්ජාලය අවහිර වීම', 'ඇමරිකාව ඒ පිළිබඳ ප්\u200dරකාශ කිරීම ප්\u200dරතික්ෂේප කිරීම.'",Education,පැය ක අධික කාලය උතුර කොරියා තුල අන්තර්ජාල අවහිර වීම ඇමරිකා ප්රකාෂ කිරී ප්රතික්ෂේප කිරී
2410,"'23 December: Sony සමාගමේ නිළධාරීන් සිය මතය වෙනස් කරයි', 'නත්තල් දිනයේ එළිදැක්වීම පිළිබඳ නැවත වරක් සැලකිලිමත් වීම.'",Education,සමාග නිලධාරී සිය මතය වෙනස කර නත්තල දින එලිදැක්වී නැවත වර සැලකිලිම වීම
2411,'25 December: The Interview චිත්\u200dරපටය ඇමරිකානු සිනමා ශාලා කිහිපයකත් ප්\u200dරධාන වශයෙන් වෙබ් අඩවි හරහාත් එළිදක්වන ලදී.',Education,චිත්රපට ඇමරිකා සිනම ෂා කිහිපයක ප්රධා වෙබ අඩවි හරහා එලිදක්ව ලදී
2412,"'සාමාන්\u200dයෙයන් සෑම වසරකම අවසානයේ Youtube වෙබි අඩවිය ඒ වසර තුලදී වැඩිම වාරයක් නරඹන ලද සංගීත වීඩියෝ පට මොනවාද කියලා ප්\u200dරකාශයට පත්කරනවා', 'ඉතින් මේ වන විට 2014 වසර සඳහා එම ලැයිස්තුව නිකුත් කර තිබෙනවා', 'ඒ ලැයිස්තුවට අනුව වැඩිම වාරයක් නරඹන ලද සංගීත වීඩියෝ පට 10 අතරින් 8ක්ම කාන්තා පාර්ශවයේ මූලිකත්වයෙන් වුනු නිර්මාණ වීම විශේෂත්වයක්.'",Education,සාමාන්යෙ සෑම වසරක අවසාන  වෙබි අඩව වසර තුලද වැඩි වාරය නරබ ලද සංගීත වීඩි පට මොනවා කිය ප්රකාෂය පත්කර ඉත  වසර ලැයිස්ත නිකු කර තිබෙ ලැයිස්තුව වැඩි වාරය නරබ ලද සංගීත වීඩි පට  අතර ක් කාන්ත පාර්ෂව මූලිකත්ව වු නිර්මාන වීම විෂේෂත්වය
2413,'මීට ප්\u200dරථම 2013 වසරේදී වැඩිම වාරගණනක් නැරඹූ සංගීත වීඩියෝ පට අතරට පිරිමි නිර්මාණකරුවන් 4 දෙනෙකුගේ දායකත්වය ලැබී තිබුණු අතර මේ වසරේදී එම ප්\u200dරමාණය තවත් පහත වැටිලා.',Education,මීට ප්රථ  වසරේද වැඩි වාරගනන නැරබ සංගීත වීඩි පට අතර පිරි නිර්මානකරු  දෙන දායකත්ව ලැබ තිබ වසරේද ප්රමාන පහත වැට
2414,"'ඒ වගේම මුල්තැන හිමිකරගත් නිර්මාණ අතරින් බොහෝමයක් පසුගිය වසර තුලදී වැඩි කතාබහට ලක්වූ අයගේ නිර්මාණ යි', 'ඒ අතර Taylor Swift, Nicki Minaj ගේ පෙරළිකාර් සංගීත වීඩියෝපට ඇතුලත්', 'ඒ වගේම මුල් 10 දෙනා අතරින් 4 දෙනෙකුම සුප්\u200dරකට ග්\u200dරැමි සම්මානයෙන් පිදූලැබූවන් වීමත් විශේෂත්වයක්.'",Education,වගේ මුල්තැ හිමිකරග නිර්මාන අතර බොහෝමය පසුග වසර තුලද කතාබහ ලක්ව අ නිර්මාන යි     පෙරලිකාර සංගීත වීඩියෝප ඇතුල වගේ මුල  දෙ අතර  දෙනෙකු සුප්රක ග්රැ සම්මාන පිදූලැබූ වීම විෂේෂත්වය
2415,'පරිගණකය ඉස්සරහා ඉඳන් අපි කොයි තරම් නම්කාලේ නාස්ති කරලා ඇත්ද?',Education,පරිගනක ඉස්සරහ ඉද අපි කො තර නම්කාල නාස් කර ඇත්
2416,"'ගන්ග්නම් ස්ටයිල් ගීතය අහලා නැති කෙනෙක් නැති තරම්', 'යූටියුබ් වෙබ් අඩවිය හරහා පමණක් මේවෙනකොට බිලියන දෙකකට අධික පිරිසක් මේ වීඩියෝව නරඹලා.ඒ වගේම මේ වෙනකොට වැඩිම දෙනෙක් නරඹපු වීඩියෝ පටය බවට පත් වෙන්නටත් මේ කොරියානු ගීතය හැකියාව ලැබිලා.'",Education,ගන්ග්න ස්ටයිල ගීත අහ නැ කෙන නැ තර යූටියුබ වෙබ අඩව හරහ පමන මේවෙනකො බිලිය දෙකක අධික පිරිස වීඩියෝ නරබලාඑ වගේ වෙනකො වැඩි දෙන නරබ වීඩි පටය පත් වෙන්න කොරියා ගීත හැකියා ලැබ
2417,'ඒ වගේම මේ වීඩියෝ පටය යූටියුබ් වෙබ් අඩවියේ වීඩියෝවක් සඳහා ලැබිය හැකි උපරිම views ගණන පවා ඉක්මවා ගිය නිසා එම වෙබ් අඩවියට පවා වෙනස්කම් සිදුකරන්නට වුනා.',Education,වගේ වීඩි පටය යූටියුබ වෙබ අඩවි වීඩියෝව ලැබ හැ උපරි  ගනන ඉක්ම ගිය වෙබ අඩවිය වෙනස්ක සිදුකරන්න වු
2418,"'ගණන් හදලා බැලුවොත් විනාඩි 4.12 ක් පුරා දිවෙන මේ වීඩියෝව නරඹන්න බිලියන 2ක් පිරිසට පැය මිලියන 140ක් ගතවෙලා', 'ඒ කියන්නේ අවුරුදු 16000ක්.'",Education,ගන හද බැල විනාඩි  පුර දිවෙ වීඩියෝ නරබ බිලිය ක් පිරිස පැය මිලිය  ගතවෙ කිය අවුරුද
2419,"'පසුගිය වසරේ එලිදැක්වුනු USS Gerald Ford නෞකාව නිර්මාණය කරන්න වැයවුණු මහන්සිය මිනිස් පැය මිලියන 50ක්', 'ඒ කියන්නේ ගන්ග්නම් ස්ටයිල් නරඹපු වෙලාවේ ඒවගේ නැව් 3ක් හදන්න තිබුනා.'",Education,පසුග වසර එලිදැක්වු    නෞකා නිර්මාන කර වැයව මහන්ස මිනිස පැය මිලිය  කිය ගන්ග්න ස්ටයිල නරබ වෙල එ නැ ක් හද තිබු
2420,"'ඒ වගේම ලොව උසම ගොඩනැගිල්ල වන Burj Khalifas ගොඩනැගිලි 6ක් ගීසා පිරමිඩ 4ක්, සම්පූර්ණ විකිපීඩියා වෙබ් අඩවියක් වගේ දැවැන්ත නිර්මාණ කරන්න තිබුනා.'",Education,වගේ ලොව උසම ගොඩනැග   ගොඩනැග ක් ගීස පිරමිඩ ක් සම්පූර්න විකිපීඩි වෙබ අඩවිය වගේ දැවැන්ත නිර්මාන කර තිබු
2421,"'හැබැයි කෙනෙක් කියන්න පුළුවන් මේක විකාර කතාවක් කියලා', 'ඔව් එහෙම වෙන්න පුළුවන්', 'හැබැයි අපි අන්තර්ජාලය තුල නාස්ති කරන සුලු වෙලාවෙනුත් කොයිතරම් දේවල් කරන්න පුලූවන්ද කියන එකට මේක හොඳ උදාහරණයක්.'",Education,හැබැ කෙන කිය පුලු මේක විකාර කතාව කිය ඔ එහෙ වෙ පුලු හැබැ අපි අන්තර්ජාල තුල නාස් කරන සුල වෙලාවෙනු කොයිතර දේ කර පුලූවන් කිය එකට මේක හොද උදාහරනය
2422,'ලන්ඩනයේ ඉහළ පෙළේ විවාහ මංගල්\u200dයයක නැටුමක් සඳහා ලාංකික බොලිවුඩ් නිළි ජැක්ලින් ෆර්නැන්ඩස්ට ආරාධනාවක් කර ඇති බව ඉන්දීය මාධ්\u200dය වාර්තා කරයි.',Education,ලන්ඩන ඉහල පෙල විවාහ මංගල්ය නැටුම ලාංකික බොලිවුඩ නිලි ජැක්ල ෆර්නැන්ඩස් අරාධනාව කර ඉන්ද මාධ් වාර්ත කර
2423,'ඒ සඳහා ඇය ඉල්ලා ඇති මුදල ඉන්දීය මුදල් රුපියල් කෝටි 4කි.',Education,ඇය ඉ මුද ඉන්ද මුදල රුපියල කෝටි කි
2424,"'ඉන්දීය මාධ්\u200dය වාර්තා කර ඇත්තේ, ජැක්ලින් ෆර්නැන්ඩස්ට එම මුදල ගෙවීම සඳහා එකඟත්වය ලැබී ඇති බව ය.'",Education,ඉන්ද මාධ් වාර්ත කර ඇත්ත ජැක්ල ෆර්නැන්ඩස් මුද ගෙවී එකගත්ව ලැබ
2425,"'ඇයට එම මුදල ගෙවීමට නියමිතව ඇත්තේ, ලන්ඩන්හි ප්\u200dරබල ව්\u200dයාපාරිකයෙකුගේ පුතෙකුගේ විවාහ මංගල්\u200dයයක නර්තන අංග කිහිපයක් සඳහා ය.'",Education,ඇය මුද ගෙවීම නියමිත ඇත්ත ලන්ඩ ප්රබ ව්යාපාරික පුත විවාහ මංගල්ය නර්ත අංග කිහිපය
2426,'එම විවාහ උත්සවය ලබන මස (මැයි) අවසානයේ පැවැත් වීමට නියමිත ය.',Education,එම විවාහ උත්සව ලබන මස මැ අවසාන පැවැ වීම නියමිත
2427,"'ඉන්දීය මාධ්\u200dය වාර්තා කළේ, දින 2ක කාලයක් සඳහා ජැක්ලින් එම විවාහ මංගල්\u200dයයට සහභාගි වීමට ලන්ඩනය බලා පිටත් වන අතර එම දින 2 ඇතුළත ඇයගේ නවාතැන් පහසුකම් මෙන් ම ගුවන් ගමන් වියදම් ද එම ව්\u200dයාපාරික පවුල දැරීමට නියමිත බව ය.'",Education,ඉන්ද මාධ් වාර්ත කලේ දින ක කාලය ජැක්ල විවාහ මංගල්යය සහබාගි වීම ලන්ඩන බලා පි දින  ඇතුලත ඇ නවාතැ පහසුක ගු ගම වියද ව්යාපාරික පවු දැරීම නියමිත
2428,'ඇයගේ දින පොතේ මෙම විවාහ මංගල්\u200dයයට සහභාගි වීමට දින වෙන්කර ඇති බව ජැකලින්ගේ මාධ්\u200dය නිවේදකයා ද තහවුරු කර තිබේ.',Education,ඇ දින පොත විවාහ මංගල්යය සහබාගි වීම දින වෙන්කර ජැකලි මාධ් නිවේදක තහවුර කර තිබ
2429,'පින්නවල විවෘත සත්ත්වෝද්\u200dයානය අනිද්දා (අප්\u200dරේල් 17) විවෘත කිරීමට සැලසුම් කර තිබේ.',Education,පින්න විවෘත සත්ත්වෝද්යාන අනිද්ද අප්රේල  විවෘත කිරීම සැලස කර තිබ
2430,"'රජයේ ප්\u200dරවෘත්ති දෙපාර්තමේන්තුව පවසන්නේ, මෙම විශේෂ සත්ත්වෝද්\u200dයානයේ මෙරටට ආවේණික සත්ත්ව විශේෂ රැසක් සිටින බව ය.'",Education,රජ ප්රවෘත් දෙපාර්තමේන්ත පවස සත්ත්වෝද්යාන මෙරට අවේනික සත්ත් රැස සිටි
2431,"'සාමාන්\u200dය සත්ත්වෝද්\u200dයානයක සතුන් කොටු කර නරඹන්නන් නිදහසේ ඇවිද ඔවුන් නරඹන අතර මෙම විශේෂ සත්ත්වෝද්\u200dයානයේදී සිදු වන්නේ, සතුන් නිදැල්ලේ තබා නරඹන්නන්ට ආරක්ෂිත කුටි තුළින් ඇවිද යාමට සලස්වා සත්ත්ව හැසිරීම් අධ්\u200dයයනය කිරීමට ඉඩ සැලසීම ය.'",Education,සාමාන් සත්ත්වෝද්යාන සත කොට කර නරබන්න නිදහස ඇවි ඔව නරබ සත්ත්වෝද්යාන ව සත නිදැල්ල තබා නරබන්නන් අරක්ෂිත කුටි තුල ඇවි යාම සලස් සත්ත් හැසිර අධ්යයන කිරීම ඉඩ සැලසී
2432,'මෙය අක්කර 44ක භූමි ප්\u200dරදේශයක් පුරා පැතිර පවතී.',Education,මෙය අක්කර ක බූ ප්රදේෂය පුර පැතිර පවත
2433,'අනිද්දා සිට මෙම සුවිශේෂී සත්ත්වෝද්\u200dයානය මහජනතාව සඳහා විවෘත වේ',Education,අනිද්ද සුවිෂේෂ සත්ත්වෝද්යාන මහජනතා විවෘත වේ
2434,'කාන්තා නිදහස වෙනුවෙන් ඉන්දියාවේදී නිෂ්පාදනය කෙරුණු වීඩියෝ පටයක් සම්බන්ධයෙන් මේ වන විට ඉන්දියාව තුළ දැඩි කතාබහක් නිර්මාණය වී තිබේ.',Education,කාන්ත නිදහස ඉන්දියාවේද නිෂ්පාදන කෙර වීඩි පටය සම්බන්ධ ඉන්දියා දැඩි කතාබහ නිර්මාන වී තිබ
