id,text,class,filtered_sentence
1581,'ලොව විචිත්\u200dරවත් ම ස්ථාන 10ක් මෙහි දැක්වේ.',Entertainment,ලව වචතර සථ  දක
1582,"'1', 'ලැවෙන්ඩර් උයන – ප්\u200dරංශය (Lavender Fields, France)'",Entertainment,ලවනඩර උයන  පරෂ
1583,'ප්\u200dරංශයේ පිහිටි මෙම ලැවෙන්ඩර් උයන ග්\u200dරීෂ්ම ඍතුවේදී මල් පිපුණු පසු දැක්වෙන්නේ මෙසේ ය.',Entertainment,පරෂ පහට ලවනඩර උයන ගරෂ ඍතවද මල පප පස දකව
1584,"'2', 'ප්\u200dරොසිඩා – ඉතාලිය (Procida, Italy)'",Entertainment,පරසඩ  ඉතල
1585,'ඉතාලියට අයත් මෙම කුඩා දූපතෙහි නානාප්\u200dරකාර වර්ණයෙන් යුත් නිවාසවල පැහැයෙන් මධ්\u200dයධරණී මුහුද ද විචිත්\u200dරවත්ව දිස්වේ.',Entertainment,ඉතලය අ කඩ දපත නනපරකර වරන ය නවස පහ මධයධරන මහ වචතරවත දස
1586,"'3', 'කැනෝ ක්\u200dරිස්ටල්ස් නදිය – කොලොම්බියාව (Caño Cristales River, Colombia)'",Entertainment,කන කරසටලස නද  කලමබය
1587,"'මෙම නදිය විචිත්\u200dරවත්ව දිස්වන්නේ, ඉවුර දෙපස පිහිටි දුර්ලභ පැළෑටිවලින් වැටෙන මල්වල පැහැයෙනි', 'මෙය පාට පහේ නදිය ලෙස ද හැඳින්වේ.'",Entertainment,නද වචතරවත දසව ඉවර දපස පහට දරලබ පලට වට මල පහය මය පට පහ නද හදන
1589,"'4', 'රෙට්බා ඇළ – සෙනගල් (Lake Retba, Senegal)'",Entertainment,රටබ ඇල  සනගල
1590,"'මෙම ඇළෙහි ජලය රෝස පැහැයට හැරී ඇත්තේ, එම ජලයෙහි ඇති මිනිසුන්ට අහිතකර නොවන බැක්ටීරියාවක් හේතුවෙනි.'",Entertainment,ඇල ජලය රස පහය හර ඇතත ජල මනසන අහතකර නව බකටරයව හතව
1592,"'5', 'ටියුලිප් උයන – ඕලන්දය (Tulip Fields, Holland)'",Entertainment,ටයලප උයන  ඔලනද
1593,"'වස්සාන කාලයේ මෙම උයනේ පිපෙන ටියුලිප්, ඩැෆඩිල්ස් සහ හයිසින්ත් මල් යායවල් හේතුවෙන් මෙම විචිත්\u200dර දර්ශනය මැවේ.'",Entertainment,වසස කල උයන පප ටයලප ඩෆඩලස හයසන මල යය හත වචතර දරෂන ම
1595,"'6', 'ග්\u200dරේට් බැරියර් කොරල් පරය – ඔස්ට්\u200dරේලියාව (Great Barrier Reef, Australia)'",Entertainment,ගරට බරයර කරල පරය  ඔසටරලය
1596,"'මෙම කොරල් පරය ආශ්\u200dරිතව කොරල් විශේෂ 400ක්, මුහුදු ශාක විශේෂ 500ක් සහ මත්ස්\u200dය විශේෂ 1500ක් ඇතැයි විද්\u200dයාඥයෝ පවසති.'",Entertainment,කරල පරය අෂරත කරල  මහද ෂක  මතස  ඇත වදයඥ පවස
1598,"'7', 'ලූපිං – චීනය (Luoping, China)'",Entertainment,ලප  චන
1599,'නැගෙනහිර චීනයේ කඳුකර ප්\u200dරදේශය ආශ්\u200dරිතව පිහිටි කැනොලා ශාකවල මල් හට ගත් විට මෙම මනෝරම්\u200dය දර්ශනය මැවේ.',Entertainment,නගනහර චන කදකර පරදෂ අෂරත පහට කන ෂක මල හට ගත මනරම දරෂන ම
1601,"'8', 'ෆ්ලවර්ස් ජාතික උද්\u200dයානයේ මල් නිම්නය – ඉන්දියාව (Valley of Flowers National Park, India)'",Entertainment,ෆලවරස ජතක උදයන මල නමන  ඉනදය
1602,'හිමාල කන්ද ආසන්නයේ පිහිටි මෙම නිම්නය ලෝක උරුමයක් ලෙස පිළිගෙන තිබේ.',Entertainment,හම කන අසනන පහට නමන ලක උරමය පලග තබ
1604,"'9', 'ෂිබසකුරා කඳුකරය – ජපානය (Shibazakura Hill, Japan)'",Entertainment,ෂබසකර කදකර  ජපන
1605,'ෆීජි ගිනි කන්ද ආසන්නයේ පිහිටි මෙම කඳුකර ප්\u200dරදේශයේ පිහිටි සකුරා ගස්වල මල් බිම පතිත වීමෙන් මෙම විචිත්\u200dරත්වය මැවී පෙනේ.',Entertainment,ෆජ ග කන අසනන පහට කදකර පරදෂ පහට සකර ගස මල බම පතත ව වචතරතව මව පන
1607,"'10', 'නේට්\u200dරන් ඇළ – ටැන්සානියාව (Lake Natron, Tanzania)'",Entertainment,නටර ඇල  ටනසනය
1608,"'ටැන්සානියාවේ පිහිටි මෙම ඇළෙහි ලවණ සාන්ද්\u200dරණය ඉතා අධික වන අතර කිසිදු ජලජ පැළෑටියක් නොවැවෙයි', 'ජලජ ජීවීන් ද නොමැත.'",Entertainment,ටනසනය පහට ඇල ලවන සනදරන අධක කසද ජලජ පලටය නවව ජලජ ජව නමත
1609,"'මේ දිනවල සිරස ටී.වී', 'ඔස්සේ විකාශය වන මේ ආදරයයි, ටෙලි නාට්\u200dයයේ ප්\u200dරධාන නළුවා ලෙස රංගනයෙන් දායක වන කරන් පටෙල් (රමන් බල්හා) සැබෑ ජීවිතයේ විවාහ වීමට සූදානම් වේ.'",Entertainment,දන සරස ටව ඔසස වකෂ අදර ටල නටය පරධ නල රගන ද කර පටල රම බලහ සබ ජවත වවහ වම සදන ව
1610,'සිරස රූපවාහිනය ඔස්සේ විකාශය කෙරෙන මේ අදාරයයි ටෙලි නාට්\u200dය මාලාවේ ප්\u200dරධාන චරිතයක් වන රමන් බල්හාට පණ පොවන කරන් පටෙල් සැබෑ ජීවිතයේදී ද සිය මාමණ්ඩිය ලෙස මෙම නාට්\u200dය යේ මාමණ්ඩිය ම තෝරා ගෙන තිබේ.',Entertainment,සරස රපවහන ඔසස වකෂ කර අදර ටල නට මල පරධ චරතය රම බලහ පන පව කර පටල සබ ජවත සය මමනඩ නට ය මමනඩ තර ගන තබ
1611,"'ඉන්දීය මාධ්\u200dය වාර්තා කළේ, කරන් පටෙල් මේ ආදරයයි නාට්\u200dයයේ සිය මාමණ්ඩිය ලෙස රඟන අයියර් මහතා (අභේ භර්ගාවා)ගේ දියණිය සමග විවාහ වීමට සූදානමින් සිටින බව ය.'",Entertainment,ඉනද මධ වරත කල කර පටල අදර නටය සය මමනඩ රගන අයයර මහත අබ බරග දයන වවහ වම සදන සට
1612,"'මෙම තොරතුර ඉන්දීය මාධ්\u200dය වෙත අනාවරණය කර අැත්තේ, රමන්ගේ මාමණ්ඩිය විසින් ම ය.'",Entertainment,තරතර ඉනද මධ අනවරන කර අතත රම මමනඩ
1613,"'ඔහු පවසා ඇති අන්දමට සිය දියණිය අනික්තා සමග කරන් පටෙල් පළමු වරට කතාබහ කර ඇත්තේ, නිවසේ පැවති සාදයකදී බව ය.'",Entertainment,ඔ පවස අනදම සය දයන අනකත කර පටල පල වරට කතබහ කර ඇතත නවස පව සදයකද
1614,'කෙසේ වෙතත් විවාහය පැවැත්වෙන දිනය පිළිබඳව ඔහු මාධ්\u200dයට හෙළි කර නොමැත.',Entertainment,කස ව වවහ පවතව දන ඔහ මධය හල කර නමත
1615,'දිල්ලි බයිස්කෝප් ගෝලීය සිනමා උළෙලේ හොඳ ම නළුවාට හිමි සම්මානය හිමි කර ගැනීමට මෙරට ප්\u200dරවීණ නළු ජයලත් මනෝරත්න මහතා සමත් විය.',Entertainment,දලල බයසකප ගල සනම උලල හද නලව හ සමමන හ කර ගනම මර පරවන නල ජයල මනරත මහත සම වය
1616,"'ඒ, සරත් ධර්මසිරි මහතා අධ්\u200dයක්ෂණය කළ සූවිසි විවරණය චිත්\u200dරපටයේ රඟපෑම වෙනුවෙනි.'",Entertainment,සර ධරමසර මහත අධයකෂන කල සවස වවරන චතරපට රගප වනව
1617,"'ජයලත් මනෝරත්න මහතා නිවුස්ෆස්ට් වෙත අදහස් දක්වමින් ප්\u200dරකාශ කළේ, ඔහු ප්\u200dරධාන චරිතයක් නිරූපණය කළ ප්\u200dරථම චිත්\u200dරපටය මෙය බව ය.'",Entertainment,ජයල මනරත මහත නවසෆසට අදහස දකව පරකෂ කල ඔහ පරධ චරතය නරපන කල පරථ චතරපට මය
1618,'චාන්දනී සෙනවිරත්න මෙම චිත්\u200dරපටයේ ප්\u200dරධාන නිළිය ලෙස රංගනයෙන් දායක වී තිබේ.',Entertainment,චනදන සනවරත චතරපට පරධ නල රගන ද ව තබ
1619,'මෙරට සාම්ප්\u200dරදායික නරතනාංගයක් මෙන් ම දුෂ්කර බෞද්ධ ගම්මානයක ජීවත් වන ගැමියන්ගේ ජීවින රටාවන් ආශ්\u200dරය කරගනිමින් මෙම චිත්\u200dරපටය නිර්මාණය වී තිබේ.',Entertainment,මර සමපරදයක නරතනගය දෂකර බදධ ගමමන ජ ගම ජව රට අෂර කරගන චතරපට නරමන ව තබ
1620,'බ්\u200dරිතාන්\u200dය රජ පවුලේ සිව් වන රාජ උරුමකරු වන හැරී කුමරු ‘හැරී පොටර්’ කතා මාලාවේ ප්\u200dරධාන චරිතයට පණ පෙවූ නිළිය වන එමා වොට්සන් සමග සබඳතාවක් පවත්වා ගෙන යන බවට තොරතුරු පළ වී තිබේ.',Entertainment,බරතන රජ පවල ස රජ උරමකර හර කමර  හර පටර  කත මල පරධ චරතය පන පව නල එම වටස සබදතව පව ගන තරතර පල ව තබ
1621,"'එරට මාධ්\u200dයවල වාර්තා වී ඇත්තේ, ඔවුන් දෙදෙනා හොර රහසේ හමුවන බවට ය.'",Entertainment,එර මධය වරත ව ඇතත ඔව දද හර රහස හමව
1622,'ඔවුන් දෙදෙනාගේ මිතුරෙකු මේ පිළිබඳව බ්\u200dරිතාන්\u200dය සඟරාවකට තොරතුරු හෙළි කර තිබේ.',Entertainment,ඔව දදන මතර බරතන සගරවක තරතර හල කර තබ
1623,"'එම පුද්ගලයා පවසා ඇති ආකාරයට මෙම රහස් සබඳතාව වර්ධනය වී ඇත්තේ, එමා වොට්සන් සිය පෙම්වතා සමග පැවති සබඳතාව බිඳ වැටීමෙන් පසුව ය.'",Entertainment,එම පදගල පවස අකරය රහස සබදත වරධන ව ඇතත එම වටස සය පමවත පව සබදත බද වට පස
1624,'මෙම සබඳතාව බ්\u200dරිතාන්\u200dය මාධ්\u200dයවල දැඩි කතා බහට ලක්ව තිබේ.',Entertainment,සබදත බරතන මධය දඩ කත බහට ලක තබ
1625,'බොලිවුඩ් නළු ආදිත්\u200dය පංචෝලි මුම්බායි පොලීසිය විසින් අත්අඩංගුවට ගනු ලැබ තිබේ.',Entertainment,බලවඩ නල අදත පචල මමබ පලස අතඅඩගව ගන ලබ තබ
1626,"'ඒ, මුම්බායිහි සුපිරි හෝටලයක රාත්\u200dරී සාමාජ ශාලාවක් තුළදී සේවකයෙකුට පහර දීමේ සිද්ධියක් සම්බන්ධයෙනි.'",Entertainment,මමබය සපර හටල රතර සමජ ෂලව තලද සවකයක පහර ද සදධය සමබනධය
1627,'50 හැවිරිදි පංචාලි සමාජ ශාලවේ DJ හසුරුවන්නා සමග උණුසුම් වාදයක පැටලී ඇත්තේ ඔහුගේ ඉල්ලීමක් DJ හසුරුවන්නා ප්\u200dරතික්ෂේප කිරීම හේතුවෙනි.',Entertainment,හවරද පචල සමජ ෂල  හසරවන උනස වද පටල ඇතත ඔහ ඉලලම  හසරවන පරතකෂප කර හතව
1628,'පංචාලි හිංදි ගීතයක් වාදනය කරන ලෙස DJ හසුරුවන්නාගෙන් ඉල්ලා ඇති අතර එය ප්\u200dරතික්ෂේප කිරීමත් සමග මෙම උණුසුම් වාදය හට ගෙන ඇත.',Entertainment,පචල හද ගතය වදන කරන  හසරවනන ඉ එය පරතකෂප කරම උනස වද හට ගන ඇත
1629,'එහිදී සමාජ ශාලාවේ සේවකයින් ඊට මැදිහත් වී ඇති අතර එහිදී පංචාලි ඔවුන්ට පහර දී තිබේ.',Entertainment,එහද සමජ ෂල සවකය ඉට මදහ ව එහද පචල ඔවන පහර තබ
1630,'පහරදීමෙන් එක් සේවකයෙකුට තුවාල සිදුව ඇති බව ඉන්දීය මාධ්\u200dය වාර්තා කර ඇත.',Entertainment,පහරද එක සවකයක තව සද ඉනද මධ වරත කර ඇත
1631,"'පොලීසිය පවසා ඇත්තේ, පංචාලි සිය ජංගම දුරකතනයෙන් අදාළ සේවකයාගේ හිසට පහර දී ඇති බව ය.'",Entertainment,පලස පවස ඇතත පචල සය ජග දරකතන අදල සවක හස පහර
1632,'අත්අඩංගුවට ගත් සැකකාර ආදිත්\u200dය පංචෝලි අධිකරණයට ඉදිරිපත් කිරීමට නියමිත ය.',Entertainment,අතඅඩගව ගත සකකර අදත පචල අධකරනය ඉදරප කරම නයමත
1633,'සුපිරි හොලිවුඩ් නළු හැරිසන් ෆෝඩ් (Harrison Ford) සිටි ගුවන් යානය අනතුරට ලක්වූ ආකාරය දැක්වෙන වීඩියෝ දර්ශන පෙළකි මේ.',Entertainment,සපර හලවඩ නල හරස ෆඩ   සට ග යන අනතර ලකව අකර දකව වඩ දරෂ පල
1634,"'මෙම දර්ශන සටහන් වී තිබුණේ, අනතුරට පත් වූ යානයෙහි ම සවි කර තිබූ කැමරාවක ය.'",Entertainment,දරෂ සටහ ව තබ අනතර පත ව යන සව කර තබ කමර
1635,'සුපිරි හොලිවුඩ් නළු හැරිසන් ෆෝඩ් (Harrison Ford) ගුවන් අනතුරකට ලක්ව තිබේ.',Entertainment,සපර හලවඩ නල හරස ෆඩ   ග අනතරක ලක තබ
1636,"'ඒජන්සි වාර්තාවල දැක්වෙන්නේ, කුඩා ගුවන් යානයක පියාසර කරමින් සිටියදී එහි ඇති වූ දෝෂයක් හේතුවෙන් යානය හදිසියේ ගොඩ බැස්වීමට උත්සහ කිරීමේදී පොළොවෙහි ගැටීමෙන් එම අනතුර සිදුව ඇති බව ය.'",Entertainment,එජනස වරත දකව කඩ ග යන පයසර කර සටයද එහ ව දෂය හත යන හදස ගඩ බසවම උතසහ කරමද පල ගට අනතර සද
1637,'72 හැවිරිදි හැරිසන් ෆෝඩ් Indiana Jones සහ Star Wars ඇතුළු චිත්\u200dරපට රැසක ප්\u200dරධාන චරිත සඳහා රංගනයෙන් දායක වී ඇති විශිෂ්ට රංගධරයෙකි.',Entertainment,හවරද හරස ෆඩ     චතරප රසක පරධ චරත රගන ද ව වෂෂ රගධර
1638,'ඔහු සිටි යානයේ ඇති වූ දෝෂය හේතුවෙන් එය හදිසියේ ලොස් ඇන්ජලීස්හි වෙනිස් ගොල්ෆ් පිටිය මතට ගොඩ බැස්වීමට උත්සහ දරා ඇති බව අමෙරිකානු මාධ්\u200dය වාර්තාවල සඳහන් වේ.',Entertainment,ඔ සට යන ව දෂ හත එය හදස ලස ඇනජලස වනස ගලෆ පට මතට ගඩ බසවම උතසහ දර අමරක මධ වරත සදහ ව
1639,'එම අවස්ථාවේදී යානය පොළොවෙහි ගැටී ඇති අතර ඊට හානි සිදුව තිබේ.',Entertainment,එම අවසථවද යන පල ගට ඉට හ සද තබ
1640,'එහිදී හැරිසන් ෆෝඩ්ගේ හිසට තුවාල සිදුව ඇතැයි මාධ්\u200dය වාර්තාවල සඳහන් ය.',Entertainment,එහද හරස ෆඩ හස තව සද ඇත මධ වරත සදහ
1641,"'කෙසේ වෙතත්, ලොස් ඇන්ජලීස්හි හෝටලයක කෝකියෙකු ලෙස සේවය කරන ඔහුගේ පුන් බෙන් ෆෝඩ් Twitter හරහා පවසා ඇත්තේ, සිය පියාගේ තත්ත්වය බරපතළ නොවන බව ය.'",Entertainment,කස ව ලස ඇනජලස හටල කක සව කරන ඔහ ප බ ෆඩ  හරහ පවස ඇතත සය ප තතතව බරපතල නව
1642,'මේ ඡායාරූපයෙන් දැක්වෙන සිද්ධිය හරහා සතුන් අතර පවතින අපූරු මිත්\u200dරත්වයක් සම්බන්ධයෙන් ඔබ මහත් සතුටට පත්වනවා වන්නට පුළුවන.',Entertainment,චයරප දකව සදධ හරහ සත පවත අපර මතරතවය සමබනධ ඔබ මහ සතට පතව වනන පලව
1643,'කොළ පැහැති කොට්ටෝරුවෙකු විසින් මුගටි පැටවෙක් රැගෙන පියාඹා යන සංවේදී දර්ශනයෙන් ඔබ කුල්මත් වනවා වන්නට හැකි ය.',Entertainment,කල පහ කටටර මගට පටව රග පයබ සවද දරෂන ඔබ කලම ව වනන හ
1644,"'එහෙත්, ඔබගේ නිගමන සම්පූර්ණයෙන් වැරදි ය.'",Entertainment,එහ ඔබ නගම සමපරන වරද
1645,"'මේ මිත්\u200dරත්වයක් නොවේ', 'අහිංසක කොට්ටෝරුවෙකු, මුගටියෙකුගේ ග්\u200dරහණයෙන් මිදී දිවි ගලවා ගැනීම සඳහා කරන අරගලයකි.'",Entertainment,මතරතවය න අහසක කටටර මගට ගරහන මද දව ගල ගන කරන අරගල
1646,'මාර්ටින් ලී මේ නමැති එංගලන්ත ජාතිකයෙකු නැගෙනහිර ලන්ඩනයේ පිහිටි Hornchurch Country Park නමැති උද්\u200dයානයේදී මෙම ඡායාරූපය ගෙන තිබේ.',Entertainment,මරට ල නම එගලනත ජතක නගනහර ලනඩන පහට    නම උදයන චයරප ගන තබ
1647,"'විනෝදාංශයක් ලෙස ඡායාරූප ගැනීමෙහි නිරත ඔහු පවසන්නේ, සිය බිරිඳ සමග අදාළ උද්\u200dයානයේ සිටියදී කොළ පැහැති කොට්ටෝරුවෙකු පියාඹා ගෙන පැමිණි බව ය.'",Entertainment,වනදෂය චයරප ගන නරත ඔහ පවස සය බරද අදල උදයන සටයද කල පහ කටටර පයබ ගන පමන
1648,'එවැනි කොට්ටෝරුවෙකු තමන් ඉන් පෙර දැක නොතිබූ හෙයින් වහා ඡායාරූපයක් ලබා ගත් බව ඔහු පවසයි.',Entertainment,එ කටටර තම ඉන පර දක නතබ චයරපය ලබ ගත ඔහ පවස
1649,"'කෙසේ වෙතත්, අදාළ කොට්ටෝරුවා කෑ ගසමින් වේගයෙන් පියාඹා ගෙන පැමිණි බව ඡායාරූපය ගැනීමෙන් පසුව ඔහුට වැටහී ඇත.'",Entertainment,කස ව අදල කටටර ක ගස වග පයබ ගන පමන චයරප ගන පස ඔහ වටහ ඇත
1650,'ඉන්පසු එම කොට්ටෝරුවා ආහාරයට ගැනීම සඳහා මුගටි පැටවෙකු උගේ බෙල්ලෙහි එල්ලී සිටින බව මාර්ටින් ලී මේ දැක තිබේ.',Entertainment,ඉනපස කටටර අහරය ගන මගට පට උග බලල එලල සට මරට ල දක තබ
1651,'එය දුටු වහා ම තමන් කොට්ටෝරුවා බේරා ගැනීම සඳහා ඉදිරියට යන අතරතුර මුගටියා බියට පත්වූ හෙයින් කොට්ටෝරුවා ග්\u200dරහණයෙන් මිදුණු බව මාර්ටින් ලී මේ පවසයි.',Entertainment,එය දට තම කටටර බර ගන ඉදරය අතරතර මගට බය පතව කටටර ගරහන මද මරට ල පවස
1652,'ඒ අතරවාරයේ කොට්ටෝරුවා වහා ඉගිළ ගොස් සිය ජීවිතය බේරා ගෙන ඇත.',Entertainment,අතරවර කටටර ඉගල ගස සය ජවත බර ගන ඇත
1653,'සුපිරි බොලිවුඩ් නිළි සෝනම් කපූර්ට සූකර උණ වැළඳීම හේතුවෙන් හදිසියේ රෝහල්ගත කර තිබේ.',Entertainment,සපර බලවඩ නල සන කපර සකර උන වලද හත හදස රහලගත කර තබ
1654,"'ඉන්දීය මාධ්\u200dය වාර්තාවල දැක්වෙන්නේ, ඇයගේ රුධිර සාම්පල පරික්ෂාවේදී සූකර උණ වැළඳී ඇති බව තහවුරු වී ඇති බව ය.'",Entertainment,ඉනද මධ වරත දකව ඇ රධර සමප පරකෂවද සකර උන වලද තහවර ව
1655,"'ඒ අනුව, ඇය මුම්බායිහි Kokilaben රෝහලට ඇතුළත් කර ඇත.'",Entertainment,ඇය මමබය  රහල ඇතල කර ඇත
1656,"'ඇය රෝගී වී ඇත්තේ, Prem Ratan Dhan Payo නමැති චිත්\u200dරපටය සඳහා සල්මන් ඛාන් සමග රූගත කිරීම්වල නිරතව සිටියදී ය.'",Entertainment,ඇය රග ව ඇතත     නම චතරපට සලම ක රගත කර නරත සටයද
1657,"'මේ අතර, සෝනම් කපූර්ගේ ශාරීරික යෝග්\u200dයතා පුහුණුකරුට ද සූකර උණ වැළඳී ඇතැයි ඉන්දීය මාධ්\u200dය වාර්තාවල දැක්වේ.'",Entertainment,සන කපර ෂරරක යගයත පහනකර සකර උන වලද ඇත ඉනද මධ වරත දක
1658,'2015 Brit සම්මාන උළෙලේ ගී ගයමින් සිටියදී සුපිරි පොප් ගායිකා මැඩෝනා වේදිකාව මත ඇද වැටී තිබේ.',Entertainment,සමම උලල ග ගය සටයද සපර පප ගය මඩ වදක ඇද වට තබ
1659,'ඇය ගීයක් ගයමින් සිටියදී නර්තනයේ යෙදී සිටි ශිල්පියෙකුගේ පාදයක ඇයගේ ඇඳුමෙහි කොටසක් පැටලීමෙන් ඇය ඇද වැටෙන ආකාරය වීඩියෝවෙහි දැක්වේ.',Entertainment,ඇය ගය ගය සටයද නරතන යද සට ෂලප පද ඇ ඇද කටස පටල ඇය ඇද වට අකර වඩය දක
1660,'එම අවස්ථාවේ මැඩෝනා වේදිකාව මත තබා තිබූ පඩිපෙළෙක් මතින් ඇද වැටුණ ද ඇය සිය ගායනය නතර කළේ නැත.',Entertainment,එම අවසථ මඩ වදක තබ තබ පඩපල මත ඇද වට ඇය සය ගයන නතර කල නත
1661,"'ඇය පසුව පවසා ඇත්තේ, අදාළ සිද්ධියෙන් තමන්ට කිසිදු අනතුරක් සිදු නොවූ බව ය.'",Entertainment,ඇය පස පවස ඇතත අදල සදධ තමන කසද අනතර නව
1662,"'ලොව විශිෂ්ටතම සිනමා සම්මාන උළෙල ලෙස සැලකෙන 87 වන ඔස්කා සිනමා සම්මාන උළෙලේ වසරේ හොඳ ම චිත්\u200dරපටය ලෙස Birdman චිත්\u200dරපටය සම්මානයට පාත්\u200dර වුව ද හොඳ ම නළුවා සහ නිළිය ලෙස සම්මාන හිමි වූයේ, වෙනත් චිත්\u200dරපට දෙකක් වෙනුවෙනි.'",Entertainment,ලව වෂෂටත සනම සමම උල සලක  ඔස සනම සමම උලල වසර හද චතරපට  චතරපට සමමනය පතර වව හද නල නල සමම හ ව වන චතරප දක වනව
1663,"'ඒ අනුව, වසරේ හොඳ ම නළුවා ලෙස “The Theory of Everything” චිත්\u200dරපටයේ රඟපෑ Eddie Redmayne සම්මාන හිමි කර ගත්තේ ය.'",Entertainment,වසර හද නල       චතරපට රගප   සමම හ කර ගතත
1664,"'හොඳ ම නිළිය ලෙස සම්මානයට පාත්\u200dර වූයේ, “Still Alice” චිත්\u200dරපටයේ රඟපෑ Julianne Moore ය.'",Entertainment,හද නල සමමනය පතර ව     චතරපට රගප
1665,'ලොව විශිෂ්ටතම සිනමා සම්මාන උළෙල ලෙස සැලකෙන 87 වන ඔස්කා සිනමා සම්මාන උළෙලේ වසරේ හොඳ ම චිත්\u200dරපටය ලෙස Birdman චිත්\u200dරපටය සම්මානයට පාත්\u200dර විය.',Entertainment,ලව වෂෂටත සනම සමම උල සලක  ඔස සනම සමම උලල වසර හද චතරපට  චතරපට සමමනය පතර වය
1666,"'වසරේ හොඳ ම අධ්\u200dයක්ෂවරයා ලෙස සම්මානයට පාත්\u200dර වූයේ, “Birdman” චිත්\u200dරපටයේ අධ්\u200dයක්ෂ මෙක්සිකො\u200dවේ Alejandro González Iñárritu ය.'",Entertainment,වසර හද අධයකෂවර සමමනය පතර ව    චතරපට අධයකෂ මකසක
1667,'මෙවර ඔස්කා සිනමා සම්මාන උළෙලේ සම්මානලාභීන්ගේ ලේඛනය පහත දැක්වේ.',Entertainment,මවර ඔස සනම සමම උලල සමමනලබ ලකන පහත දක
1695,'හිට්ලර් විසින් අඳින ලද සිතුවම් රැසක් පහත පළ කර ඇත)',Entertainment,හටලර අද ලද සතව රස පහත පල කර ඇත
1696,"'ලෝකය ඇති කරන්නේ ද, නැති කරන්නේ ද කලාකරුවන් බව අප අසා ඇති කියමනකි.'",Entertainment,ලක කර න කර කලකර අප අස කයමන
1697,'\u200dඅනෙක් අතට ලෝකය විසින් යමෙකු නිසියාකාරව අවබෝධ කර නොගැනීම ලෝකයේ විනාශයට හේතු වන බව ද අප අසා තිබේ.',Entertainment,අන අතට ලක යම නසයකර අවබධ කර නගන ලක වනෂය හත අප අස තබ
1698,'මේ අදහස් සියල්ල ම ලෝකයේ ජීවිත දහස් ගණනක් විනාශ කළ ජර්මනියේ අධිරාජ්\u200dයවාදියා වූ ඇඩොල්ෆ් හිට්ලර්ගේ ජීවිතය සමග බැඳී පවතී.',Entertainment,අදහස සයල ලක ජවත දහස ගනන වනෂ කල ජරමන අධරජයවද ව ඇඩලෆ හටලර ජවත බද පවත
1699,"'ඉවසිලිවන්ත විශිෂ්ට චිත්\u200dර ශිල්පියෙකු වූ ඇඩොල්ෆ් හිට්ලර්, පසු කලෙක ලෝකය විනාශ කළ දරුණු අධිරාජ්\u200dයවාදියෙකු ලෙස අවාසනාවන්ත මරණයකට හිමිකම් කීමේ කතාව \u200dසමස්ත ලෝකයට ම උගත හැකි පාඩමකි.'",Entertainment,ඉවසලවනත වෂෂ චතර ෂලප ව ඇඩලෆ හටලර පස කලක ලක වනෂ කල දර අධරජයවද අවසනවනත මරනයක හමක ක කත සමසත ලකය උගත හ පඩම
1701,'හිට්ලර් කුඩා කාලයේ',Entertainment,හටලර කඩ කල
1702,"'1889 වසරේ අප්\u200dරේල් මස 20 වන දින ඔස්ට්\u200dරියාවේදී මෙලොව එළිය දුටු ඇඩොල්ෆ් හිට්ලර්ගේ එක ම අරමුණ වී තිබී ඇත්තේ, ගෘහ නිර්මාණ ශිල්පයෙහි සහ සිතුවම්කරණයෙහි ශ්\u200dරේෂ්ඨයෙකු බවට පත් වීම ය.'",Entertainment,වසර අපරල මස  දන ඔසටරයවද මල එල දට ඇඩලෆ හටලර එක අරම ව තබ ඇතත ගහ නරමන ෂලප සතවමකරන ෂරෂට පත වම
1703,"'කුඩා කල පටන් ම හිට්ලර් අතිදක්ෂ චිත්\u200dර ශිල්පියෙකු බවට පත් වීමේ පෙර නිමිති පළ කර තිබූ අතර 1907 වසර කාලය වන විට ඔහුගේ එක ම ආශාව වූයේ, ඔස්ට්\u200dරියාවේ වියෙනාහි Art Academy නමැති චිත්\u200dර පාසලට ඇතුළත් වීම යි.'",Entertainment,කඩ කල හටලර අතදකෂ චතර ෂලප පත ව පර නම පල කර තබ  වසර කල ඔහ එක අෂ ව ඔසටරය වයන   නම චතර පසල ඇතල වම ය
1704,"'එහෙත්, දෙවරක් ම ඔහුගේ ඉල්ලුම් පත්\u200dරය ප්\u200dරතික්ෂේප විය.'",Entertainment,එහ දවර ඔහ ඉලල පතර පරතකෂප වය
1706,'හිට්ලර් කුඩා කල වාසය කළ නිවස',Entertainment,හටලර කඩ කල වස කල නවස
1707,'සිය දක්ෂතා පිළිබඳව අතිශය ආත්ම විශ්වාසයක පසුවූ ඇඩොල්ෆ් හිට්ලර්ට එය දරාගත නොහැකි දුකක් විය.',Entertainment,සය දකෂත අතෂ අත වෂවස පසව ඇඩලෆ හටලර එය දරගත නහ දක වය
1708,"'ඔහු අනුමාන කළේ, යුදෙව් ජාතික මහාචාර්යවරයෙකු විසින් සිය ඉල්ලුම් පත ප්\u200dරතික්ෂේප කරනු ලැබූ බව ය.'",Entertainment,ඔ අනම කල යද ජතක මහචරයවර සය ඉලල පත පරතකෂප කර ලබ
